Country Code,Port Location,Port Name,Latitude,Longitude,UN/LOCODE,Port Type,Port Size,lat_long,details
HRV,Zadar,Port of Zadar,44.1175,15.220833,HRZAD,Seaport,Small,"[44.1175, 15.220833]","Port of Zadar, Seaport - Small"
CUB,Bahia Honda,Port of Bahia Honda,22.970556,-83.1675,CUBHO,"Pier, Jetty or Wharf",Very Small,"[22.970556, -83.1675]","Port of Bahia Honda, Pier, Jetty or Wharf - Very Small"
CUB,Banes,Port of Banes,20.919167,-75.705278,CUBAN,"Pier, Jetty or Wharf",Very Small,"[20.919167, -75.705278]","Port of Banes, Pier, Jetty or Wharf - Very Small"
CUB,Boca Grande,Port of Boca Grande,21.533056,-78.651111,CUBOG,"Pier, Jetty or Wharf",Very Small,"[21.533056, -78.651111]","Port of Boca Grande, Pier, Jetty or Wharf - Very Small"
CUB,Cabanas,Port of Cabanas,22.983889,-83.011111,CUCAB,"Pier, Jetty or Wharf",Very Small,"[22.983889, -83.011111]","Port of Cabanas, Pier, Jetty or Wharf - Very Small"
CUB,Caibarien,Port of Caibarien,22.529167,-79.470833,CUCAI,"Pier, Jetty or Wharf",Small,"[22.529167, -79.470833]","Port of Caibarien, Pier, Jetty or Wharf - Small"
CUB,Cardenas,Port of Cardenas,23.048611,-81.195833,CUCAR,"Pier, Jetty or Wharf",Small,"[23.048611, -81.195833]","Port of Cardenas, Pier, Jetty or Wharf - Small"
CUB,Casilda,Port of Casilda,21.753333,-79.991389,CUCAS,"Pier, Jetty or Wharf",Very Small,"[21.753333, -79.991389]","Port of Casilda, Pier, Jetty or Wharf - Very Small"
CUB,Cienfuegos,Port of Cienfuegos,22.14,-80.455833,CUCFG,Seaport,Medium,"[22.14, -80.455833]","Port of Cienfuegos, Seaport - Medium"
CUB,Felton,Port of Felton,20.738889,-75.595278,,"Pier, Jetty or Wharf",Very Small,"[20.738889, -75.595278]","Port of Felton, Pier, Jetty or Wharf - Very Small"
CUB,Guantanamo,Port of Guantanamo,19.992222,-75.150556,,"Pier, Jetty or Wharf",Small,"[19.992222, -75.150556]","Port of Guantanamo, Pier, Jetty or Wharf - Small"
CUB,Guayabal,Port of Guayabal,20.686389,-77.6175,CUGYB,"Pier, Jetty or Wharf",Very Small,"[20.686389, -77.6175]","Port of Guayabal, Pier, Jetty or Wharf - Very Small"
CUB,Havana,Port of Havana,23.1325,-82.341944,,Seaport,Large,"[23.1325, -82.341944]","Port of Havana, Seaport - Large"
CUB,Isabela de Sagua,Port of Isabela de Sagua,22.940278,-80.011944,CUIDS,"Pier, Jetty or Wharf",Very Small,"[22.940278, -80.011944]","Port of Isabela de Sagua, Pier, Jetty or Wharf - Very Small"
CUB,Jucaro,Port of Jucaro,21.620278,-78.853056,CUJUC,"Pier, Jetty or Wharf",Very Small,"[21.620278, -78.853056]","Port of Jucaro, Pier, Jetty or Wharf - Very Small"
CUB,Macabi,Port of Macabi,20.903056,-75.723889,,"Pier, Jetty or Wharf",Very Small,"[20.903056, -75.723889]","Port of Macabi, Pier, Jetty or Wharf - Very Small"
CUB,Manati,Port of Manati,21.357778,-76.825,CUMNT,"Pier, Jetty or Wharf",Very Small,"[21.357778, -76.825]","Port of Manati, Pier, Jetty or Wharf - Very Small"
CUB,Manzanillo,Port of Manzanillo,20.3375,-77.133611,CUMZO,"Pier, Jetty or Wharf",Small,"[20.3375, -77.133611]","Port of Manzanillo, Pier, Jetty or Wharf - Small"
CUB,Moa,Port of Moa,20.656111,-74.908333,CUMOA,Seaport,Small,"[20.656111, -74.908333]","Port of Moa, Seaport - Small"
CUB,Nicaro,Port of Nicaro,20.713333,-75.551389,CUICR,Seaport,Small,"[20.713333, -75.551389]","Port of Nicaro, Seaport - Small"
CUB,Nueva Gerona,Port of Nueva Gerona,21.903333,-82.798889,CUGER,Seaport,Small,"[21.903333, -82.798889]","Port of Nueva Gerona, Seaport - Small"
CUB,Nuevitas,Port of Nuevitas,21.563056,-77.243056,CUNVT,"Pier, Jetty or Wharf",Small,"[21.563056, -77.243056]","Port of Nuevitas, Pier, Jetty or Wharf - Small"
CUB,Palo Alto,Port of Palo Alto,21.596944,-78.973889,CUPAL,"Pier, Jetty or Wharf",Very Small,"[21.596944, -78.973889]","Port of Palo Alto, Pier, Jetty or Wharf - Very Small"
CUB,Pastelillo,Port of Pastelillo,21.537222,-77.262222,CUPAS,"Pier, Jetty or Wharf",Very Small,"[21.537222, -77.262222]","Port of Pastelillo, Pier, Jetty or Wharf - Very Small"
CUB,Preston,Port of Preston,20.758889,-75.657222,,"Pier, Jetty or Wharf",Very Small,"[20.758889, -75.657222]","Port of Preston, Pier, Jetty or Wharf - Very Small"
CUB,Puerto Padre,Port of Puerto Padre,21.203333,-76.595556,CUPPA,"Pier, Jetty or Wharf",Very Small,"[21.203333, -76.595556]","Port of Puerto Padre, Pier, Jetty or Wharf - Very Small"
CUB,Punta Gorda,Port of Punta Gorda,20.626389,-74.8375,,Off-Shore Terminal,Very Small,"[20.626389, -74.8375]","Port of Punta Gorda, Off-Shore Terminal - Very Small"
CUB,Santa Lucia,Port of Santa Lucia,22.6725,-83.9675,,"Pier, Jetty or Wharf",Very Small,"[22.6725, -83.9675]","Port of Santa Lucia, Pier, Jetty or Wharf - Very Small"
CUB,Santa Maria,Puerto de Santa Maria,21.412222,-78.5725,,"Pier, Jetty or Wharf",Very Small,"[21.412222, -78.5725]","Puerto de Santa Maria, Pier, Jetty or Wharf - Very Small"
CUB,Santiago de Cuba,Port of Santiago de Cuba,20.001667,-75.860556,CUSCU,Seaport,Large,"[20.001667, -75.860556]","Port of Santiago de Cuba, Seaport - Large"
CUB,Tanamo,Port of Tanamo,20.709444,-75.33,CUTAN,"Pier, Jetty or Wharf",Very Small,"[20.709444, -75.33]","Port of Tanamo, Pier, Jetty or Wharf - Very Small"
CUB,Tunas de Zaza,Port of Tunas de Zaza,21.632778,-79.551389,CUTDZ,"Pier, Jetty or Wharf",Very Small,"[21.632778, -79.551389]","Port of Tunas de Zaza, Pier, Jetty or Wharf - Very Small"
CUB,Vita, Puerto de Vita,21.075833,-75.952778,CUVIT,"Pier, Jetty or Wharf",Very Small,"[21.075833, -75.952778]"," Puerto de Vita, Pier, Jetty or Wharf - Very Small"
CYP,Famagusta,Port of Famagusta,35.127778,33.943889,CYFMG,Seaport,Small,"[35.127778, 33.943889]","Port of Famagusta, Seaport - Small"
CYP,Limassol,Limassol Port,34.65,33.018333,CYLMS,Seaport,Medium,"[34.65, 33.018333]","Limassol Port, Seaport - Medium"
DNK,Aabenraa,Port of Aabenraa,55.041111,9.427222,DKAAB,Seaport,Small,"[55.041111, 9.427222]","Port of Aabenraa, Seaport - Small"
DNK,Aarhus,Port of Aarhus,56.1525,10.228056,,Seaport,Small,"[56.1525, 10.228056]","Port of Aarhus, Seaport - Small"
DNK,Arnager,Arnager Havn,55.051667,14.780278,,"Pier, Jetty or Wharf",Very Small,"[55.051667, 14.780278]","Arnager Havn, Pier, Jetty or Wharf - Very Small"
DNK,Avernakke,Avernakke Terminal,55.2975,10.789167,,"Pier, Jetty or Wharf",Small,"[55.2975, 10.789167]","Avernakke Terminal, Pier, Jetty or Wharf - Small"
DNK,Copenhagen,Port of Copenhagen,55.696111,12.613333,DKCPH,Seaport,Large,"[55.696111, 12.613333]","Port of Copenhagen, Seaport - Large"
DNK,Dansk,Dansk Salts Havn,56.6825,10.038333,,"Pier, Jetty or Wharf",Very Small,"[56.6825, 10.038333]","Dansk Salts Havn, Pier, Jetty or Wharf - Very Small"
DNK,Ensted,Haven Ensted,55.022778,9.439167,DKENS,"Pier, Jetty or Wharf",Small,"[55.022778, 9.439167]","Haven Ensted, Pier, Jetty or Wharf - Small"
DNK,Esbjerg,Port of Esbjerg,55.465556,8.434167,DKEBJ,Seaport,Medium,"[55.465556, 8.434167]","Port of Esbjerg, Seaport - Medium"
DNK,Fredericia,Terminal  Fredericia,55.558056,9.744722,DKFRC,Seaport,Small,"[55.558056, 9.744722]","Terminal  Fredericia, Seaport - Small"
DNK,Frederikshavn,Port of Frederikshavn,57.437778,10.546111,DKFDH,Seaport,Small,"[57.437778, 10.546111]","Port of Frederikshavn, Seaport - Small"
DNK,Grenaa,Port of Grenaa,56.413611,10.928889,DKGRE,Seaport,Small,"[56.413611, 10.928889]","Port of Grenaa, Seaport - Small"
DNK,Gulfhavn,Gulfhavn,55.200833,11.253333,DKGFH,"Pier, Jetty or Wharf",Small,"[55.200833, 11.253333]","Gulfhavn, Pier, Jetty or Wharf - Small"
DNK,Hanstholm,Port of Hanstholm,57.121389,8.596389,DKHAN,Seaport,Small,"[57.121389, 8.596389]","Port of Hanstholm, Seaport - Small"
DNK,Hirtshals,Port of Hirtshals,57.595,9.968889,DKHIR,Seaport,Small,"[57.595, 9.968889]","Port of Hirtshals, Seaport - Small"
DNK,Hollet,Hollet Havn,56.666111,9.953056,,"Pier, Jetty or Wharf",Very Small,"[56.666111, 9.953056]","Hollet Havn, Pier, Jetty or Wharf - Very Small"
DNK,Horsens,Port of Horsens,55.854167,9.869444,DKHOR,Seaport,Small,"[55.854167, 9.869444]","Port of Horsens, Seaport - Small"
DNK,Hundested,Hundested Havn,55.961944,11.846667,,Seaport,Small,"[55.961944, 11.846667]","Hundested Havn, Seaport - Small"
DNK,Kalundborg,Port of Kalundborg,55.669444,11.0875,DKKAL,Seaport,Small,"[55.669444, 11.0875]","Port of Kalundborg, Seaport - Small"
DNK,Kolding,Port of Kolding,55.492778,9.499167,DKKOL,Seaport,Small,"[55.492778, 9.499167]","Port of Kolding, Seaport - Small"
DNK,Korsoer,Korsoer Havn,55.332222,11.136944,,Seaport,Small,"[55.332222, 11.136944]","Korsoer Havn, Seaport - Small"
DNK,Kyndby,Port of Kyndby,55.811667,11.880278,,"Pier, Jetty or Wharf",Small,"[55.811667, 11.880278]","Port of Kyndby, Pier, Jetty or Wharf - Small"
DNK,Lindholm,Lindholm Havn,55.299444,10.810833,,Seaport,Small,"[55.299444, 10.810833]","Lindholm Havn, Seaport - Small"
DNK,Middelfart,Terminal Middelfart,55.506389,9.732222,DKMID,Seaport,Small,"[55.506389, 9.732222]","Terminal Middelfart, Seaport - Small"
DNK,Munkebo,Munkebo Havn,55.451111,10.556111,,"Pier, Jetty or Wharf",Very Small,"[55.451111, 10.556111]","Munkebo Havn, Pier, Jetty or Wharf - Very Small"
DNK,Nakskov,Port of Nakskov,54.832222,11.123611,DKNAK,Seaport,Small,"[54.832222, 11.123611]","Port of Nakskov, Seaport - Small"
DNK,Norresand,Norresand Havn,55.214722,14.966389,,"Pier, Jetty or Wharf",Very Small,"[55.214722, 14.966389]","Norresand Havn, Pier, Jetty or Wharf - Very Small"
DNK,Nyborg,ADP Nyborg Terminal ,55.298889,10.810833,DKNBG,Seaport,Medium,"[55.298889, 10.810833]","ADP Nyborg Terminal , Seaport - Medium"
DNK,Odense,Lindoe Terminal,55.466389,10.529722,DKLIN,Seaport,Very Small,"[55.466389, 10.529722]","Lindoe Terminal, Seaport - Very Small"
DNK,Orehoved,Port of Orehoved,54.958333,11.8525,,"Pier, Jetty or Wharf",Small,"[54.958333, 11.8525]","Port of Orehoved, Pier, Jetty or Wharf - Small"
DNK,Rodbyhavn,Port of Rodbyhavn,54.652778,11.349167,DKROD,Seaport,Small,"[54.652778, 11.349167]","Port of Rodbyhavn, Seaport - Small"
DNK,Rudkobing,Port of Rudkobing,54.939722,10.707778,DKRKB,Seaport,Small,"[54.939722, 10.707778]","Port of Rudkobing, Seaport - Small"
DNK,Samso Island,Saelvig Harbour,55.863611,10.548611,,"Pier, Jetty or Wharf",Small,"[55.863611, 10.548611]","Saelvig Harbour, Pier, Jetty or Wharf - Small"
DNK,Sandvig,Sandvig Havn,55.289167,14.7825,,"Pier, Jetty or Wharf",Very Small,"[55.289167, 14.7825]","Sandvig Havn, Pier, Jetty or Wharf - Very Small"
DNK,Sonderborg,Port of Sonderborg,54.906944,9.7825,DKSGD,Seaport,Small,"[54.906944, 9.7825]","Port of Sonderborg, Seaport - Small"
DNK,Stevns Pier,Port of Stevns Pier,55.322778,12.452222,,"Pier, Jetty or Wharf",Very Small,"[55.322778, 12.452222]","Port of Stevns Pier, Pier, Jetty or Wharf - Very Small"
DNK,Stigsnaesvaerkets Havn,Stigsnaesvaerkets Havn,55.206944,11.248333,DKSTG,"Pier, Jetty or Wharf",Small,"[55.206944, 11.248333]","Stigsnaesvaerkets Havn, Pier, Jetty or Wharf - Small"
DNK,Struer,Port of Holstebro - Struer,56.494167,8.595556,DKSTR,Seaport,Small,"[56.494167, 8.595556]","Port of Holstebro - Struer, Seaport - Small"
DNK,Studstrup,Port of Studstrup,56.248611,10.345556,DKSSV,"Pier, Jetty or Wharf",Small,"[56.248611, 10.345556]","Port of Studstrup, Pier, Jetty or Wharf - Small"
DNK,Svendborg,Port of Svendborg,55.058611,10.617222,DKSVE,Seaport,Small,"[55.058611, 10.617222]","Port of Svendborg, Seaport - Small"
DNK,Tuborg,Port of Tuborg,55.726111,12.584444,DKTUB,Seaport,Small,"[55.726111, 12.584444]","Port of Tuborg, Seaport - Small"
DNK,Vasebro,Vasebro Havn,55.246111,11.246389,,"Pier, Jetty or Wharf",Very Small,"[55.246111, 11.246389]","Vasebro Havn, Pier, Jetty or Wharf - Very Small"
DJI,Djibouti,Port of Djibouti,11.601944,43.136944,DJJIB,Seaport,Medium,"[11.601944, 43.136944]","Port of Djibouti, Seaport - Medium"
DMA,Roseau,Port of Roseau,15.296389,-61.3875,DMRSU,Seaport,Small,"[15.296389, -61.3875]","Port of Roseau, Seaport - Small"
DMA,Woodbridge Bay,Port of Woodbridge Bay,15.311944,-61.388611,,"Pier, Jetty or Wharf",Small,"[15.311944, -61.388611]","Port of Woodbridge Bay, Pier, Jetty or Wharf - Small"
DOM,Arroyo Barril.,Port of Arroyo Barril.,19.200278,-69.447778,,"Pier, Jetty or Wharf",Small,"[19.200278, -69.447778]","Port of Arroyo Barril., Pier, Jetty or Wharf - Small"
DOM,Boca Chica,Port of Boca Chica,18.424722,-69.631667,DOBCC,Seaport,Small,"[18.424722, -69.631667]","Port of Boca Chica, Seaport - Small"
DOM,Cabo Rojo,Port of Cabo Rojo,17.925278,-71.657778,DOCBJ,"Pier, Jetty or Wharf",Very Small,"[17.925278, -71.657778]","Port of Cabo Rojo, Pier, Jetty or Wharf - Very Small"
DOM,Catalina Island,Port of Catalina Island,18.355833,-69.021667,,"Pier, Jetty or Wharf",Small,"[18.355833, -69.021667]","Port of Catalina Island, Pier, Jetty or Wharf - Small"
DOM,Manzanillo,Port of Manzanillo,19.707222,-71.743056,DOMAN,"Pier, Jetty or Wharf",Very Small,"[19.707222, -71.743056]","Port of Manzanillo, Pier, Jetty or Wharf - Very Small"
DOM,Palenque,Port of Palenque,18.226111,-70.1925,DOPAL,Off-Shore Terminal,Very Small,"[18.226111, -70.1925]","Port of Palenque, Off-Shore Terminal - Very Small"
DOM,Puerto Viejo de Azua,Port of Puerto Viejo de Azua,18.346667,-70.836111,DOPVA,"Pier, Jetty or Wharf",Very Small,"[18.346667, -70.836111]","Port of Puerto Viejo de Azua, Pier, Jetty or Wharf - Very Small"
DOM,Punta Caucedo,Caucedo,18.426111,-69.631389,,Seaport,Medium,"[18.426111, -69.631389]","Caucedo, Seaport - Medium"
DOM,San Pedro de Macoris,Port of San Pedro de Macoris,18.446389,-69.311667,DOSPM,"Pier, Jetty or Wharf",Small,"[18.446389, -69.311667]","Port of San Pedro de Macoris, Pier, Jetty or Wharf - Small"
ECU,Esmeraldas,Balao Terminal,1.023056,-79.677222,ECEBL,Off-Shore Terminal,Very Small,"[1.023056, -79.677222]","Balao Terminal, Off-Shore Terminal - Very Small"
ECU,Esmeraldas,Tepre Terminal,1.016667,-79.666667,ECTEP,Off-Shore Terminal,Very Small,"[1.016667, -79.666667]","Tepre Terminal, Off-Shore Terminal - Very Small"
ECU,Guayaquil,Port of Guayaquil,-2.283611,-79.903889,ECGYE,Seaport,Medium,"[-2.283611, -79.903889]","Port of Guayaquil, Seaport - Medium"
ECU,La Libertad,Port of La Libertad,-2.219444,-80.917778,ECLLD,"Pier, Jetty or Wharf",Small,"[-2.219444, -80.917778]","Port of La Libertad, Pier, Jetty or Wharf - Small"
ECU,Manta,Port of Manta,-0.935556,-80.723333,ECMEC,"Pier, Jetty or Wharf",Small,"[-0.935556, -80.723333]","Port of Manta, Pier, Jetty or Wharf - Small"
ECU,Puerto Bolivar,Port of Puerto Bolivar,-3.259722,-80.000833,ECPBO,Seaport,Small,"[-3.259722, -80.000833]","Port of Puerto Bolivar, Seaport - Small"
ECU,San Lorenzo,Port of San Lorenzo,1.290278,-78.836389,ECSLR,"Pier, Jetty or Wharf",Very Small,"[1.290278, -78.836389]","Port of San Lorenzo, Pier, Jetty or Wharf - Very Small"
EGY,Abu Qir,Port of Abu Qir,31.322222,30.073611,,Seaport,Small,"[31.322222, 30.073611]","Port of Abu Qir, Seaport - Small"
EGY,Abu Zenima,Port of Abu Zenima,29.043889,33.119167,,"Pier, Jetty or Wharf",Very Small,"[29.043889, 33.119167]","Port of Abu Zenima, Pier, Jetty or Wharf - Very Small"
EGY,Adabiya,Port of Adabiya,29.887222,32.467778,EGADA,Seaport,Small,"[29.887222, 32.467778]","Port of Adabiya, Seaport - Small"
EGY,Ain Sukhna,Ain Sukhna Terminal,29.59,32.348889,EGAIS,Off-Shore Terminal,Very Small,"[29.59, 32.348889]","Ain Sukhna Terminal, Off-Shore Terminal - Very Small"
EGY,Alexandria,Port of Alexandria,31.183056,29.866667,,Seaport,Large,"[31.183056, 29.866667]","Port of Alexandria, Seaport - Large"
EGY,Berenice,Port of Berenice,23.940556,35.490278,,"Pier, Jetty or Wharf",Small,"[23.940556, 35.490278]","Port of Berenice, Pier, Jetty or Wharf - Small"
EGY,Damietta,Port of Damietta,31.466667,31.764444,EGDAM,Seaport,Medium,"[31.466667, 31.764444]","Port of Damietta, Seaport - Medium"
EGY,East Port Said,Port of East Port Said,31.212778,32.369167,,Seaport,Small,"[31.212778, 32.369167]","Port of East Port Said, Seaport - Small"
EGY,El-Dekheila,Port of El-Dekheila,31.141667,29.798889,,Seaport,Very Small,"[31.141667, 29.798889]","Port of El-Dekheila, Seaport - Very Small"
EGY,Hurghada,Port of Hurghada,27.263611,33.812778,EGHRG,Seaport,Small,"[27.263611, 33.812778]","Port of Hurghada, Seaport - Small"
EGY,Mersa Matruh,Port of Mersa Matruh,31.364722,27.233333,,Seaport,Small,"[31.364722, 27.233333]","Port of Mersa Matruh, Seaport - Small"
EGY,Nuweibah,Port of Nuweibah,28.971944,34.665556,,"Pier, Jetty or Wharf",Very Small,"[28.971944, 34.665556]","Port of Nuweibah, Pier, Jetty or Wharf - Very Small"
EGY,Port Said,Port Said,31.253333,32.309444,EGPSD,Seaport,Medium,"[31.253333, 32.309444]","Port Said, Seaport - Medium"
EGY,Ras Budran,Port of Ras Budran,28.942222,33.168889,,"Pier, Jetty or Wharf",Very Small,"[28.942222, 33.168889]","Port of Ras Budran, Pier, Jetty or Wharf - Very Small"
EGY,Ras Gharib,Port of Ras Gharib,28.342222,33.119167,EGRAG,Off-Shore Terminal,Very Small,"[28.342222, 33.119167]","Port of Ras Gharib, Off-Shore Terminal - Very Small"
EGY,Ras Shukheir,Port of Ras Shukheir,28.135278,33.290278,EGRSH,Off-Shore Terminal,Very Small,"[28.135278, 33.290278]","Port of Ras Shukheir, Off-Shore Terminal - Very Small"
EGY,Ras Sudr,Ras Sudr Terminal,29.577222,32.703333,,Off-Shore Terminal,Very Small,"[29.577222, 32.703333]","Ras Sudr Terminal, Off-Shore Terminal - Very Small"
EGY,Sidi Kerir,Sidi Kerir Terminal,31.0525,29.671389,,Off-Shore Terminal,Very Small,"[31.0525, 29.671389]","Sidi Kerir Terminal, Off-Shore Terminal - Very Small"
EGY,Suez,Petroleum Dock Port,29.953056,32.53,,"Pier, Jetty or Wharf",Medium,"[29.953056, 32.53]","Petroleum Dock Port, Pier, Jetty or Wharf - Medium"
EGY,Suez,Port Suez,29.950278,32.556944,,Seaport,Medium,"[29.950278, 32.556944]","Port Suez, Seaport - Medium"
EGY,Wadi Feiran,Wadi Feiran Terminal,28.739167,33.205278,EGWAF,Off-Shore Terminal,Very Small,"[28.739167, 33.205278]","Wadi Feiran Terminal, Off-Shore Terminal - Very Small"
EGY,Zeit,Zeit Bay Terminal,27.827222,33.589444,,Off-Shore Terminal,Very Small,"[27.827222, 33.589444]","Zeit Bay Terminal, Off-Shore Terminal - Very Small"
SLV,Acajutla,Port of Acajutla,13.574444,-89.836667,SVAQJ,Seaport,Medium,"[13.574444, -89.836667]","Port of Acajutla, Seaport - Medium"
SLV,La Libertad,Port of La Libertad,13.486111,-89.319167,SVLLD,"Pier, Jetty or Wharf",Small,"[13.486111, -89.319167]","Port of La Libertad, Pier, Jetty or Wharf - Small"
SLV,La Union,Port of La Union,13.336667,-87.824444,SVLUN,"Pier, Jetty or Wharf",Small,"[13.336667, -87.824444]","Port of La Union, Pier, Jetty or Wharf - Small"
GNQ,Bata,Port of Bata,1.824167,9.740833,GQBSG,"Pier, Jetty or Wharf",Small,"[1.824167, 9.740833]","Port of Bata, Pier, Jetty or Wharf - Small"
GNQ,Benito,Port of Benito,1.588056,9.616667,,"Pier, Jetty or Wharf",Very Small,"[1.588056, 9.616667]","Port of Benito, Pier, Jetty or Wharf - Very Small"
GNQ,Ceiba,Ceiba Marine Terminal,1.399722,8.3,,Off-Shore Terminal,Very Small,"[1.399722, 8.3]","Ceiba Marine Terminal, Off-Shore Terminal - Very Small"
GNQ,Cogo,Port of Cogo,1.083333,9.691667,GQCOG,"Pier, Jetty or Wharf",Very Small,"[1.083333, 9.691667]","Port of Cogo, Pier, Jetty or Wharf - Very Small"
GNQ,Luba,Port of Luba,3.461667,8.555,GQLUB,Seaport,Small,"[3.461667, 8.555]","Port of Luba, Seaport - Small"
GNQ,Puerto Iradier,Port of Puerto Iradier,1.083333,9.691389,,"Pier, Jetty or Wharf",Very Small,"[1.083333, 9.691389]","Port of Puerto Iradier, Pier, Jetty or Wharf - Very Small"
GNQ,Punta Europa,Punta Europa Terminal,3.783056,8.715833,,Seaport,Small,"[3.783056, 8.715833]","Punta Europa Terminal, Seaport - Small"
GNQ,Zafiro,Zafiro Marine Terminal,3.118333,9.2175,,Off-Shore Terminal,Very Small,"[3.118333, 9.2175]","Zafiro Marine Terminal, Off-Shore Terminal - Very Small"
ERI,Aseb,Port of Aseb,13.003056,42.745,,Seaport,Small,"[13.003056, 42.745]","Port of Aseb, Seaport - Small"
EST,Kuivastu,Kuivastu Harbour,58.573056,23.392222,EEKUI,"Pier, Jetty or Wharf",Small,"[58.573056, 23.392222]","Kuivastu Harbour, Pier, Jetty or Wharf - Small"
EST,Munalaid,Munalaid Harbor,58.228889,24.117222,,Off-Shore Terminal,Small,"[58.228889, 24.117222]","Munalaid Harbor, Off-Shore Terminal - Small"
EST,Orissaare,Orissaare Harbour,58.561667,23.09,,"Pier, Jetty or Wharf",Small,"[58.561667, 23.09]","Orissaare Harbour, Pier, Jetty or Wharf - Small"
EST,Parnu,Port of Parnu,58.384167,24.483611,EEPRN,Seaport,Small,"[58.384167, 24.483611]","Port of Parnu, Seaport - Small"
EST,Sillamae,Port of Sillamae - SILPORT,59.411944,27.732222,,Seaport,Small,"[59.411944, 27.732222]","Port of Sillamae - SILPORT, Seaport - Small"
EST,Soru,Soru Harbor,58.6925,22.5225,EESRU,"Pier, Jetty or Wharf",Small,"[58.6925, 22.5225]","Soru Harbor, Pier, Jetty or Wharf - Small"
EST,Tallinn,Port of Tallinn,59.452778,24.719444,EETLL,Seaport,Medium,"[59.452778, 24.719444]","Port of Tallinn, Seaport - Medium"
EST,Virtsu,Virtsu Harbour,58.574167,23.508056,EEVIR,"Pier, Jetty or Wharf",Small,"[58.574167, 23.508056]","Virtsu Harbour, Pier, Jetty or Wharf - Small"
FLK,Chartres,Port of Chartres,-51.713333,-60.082222,,"Pier, Jetty or Wharf",Very Small,"[-51.713333, -60.082222]","Port of Chartres, Pier, Jetty or Wharf - Very Small"
FLK,Fox Bay,Port of Fox,-51.955556,-60.073056,FKFBE,"Pier, Jetty or Wharf",Very Small,"[-51.955556, -60.073056]","Port of Fox, Pier, Jetty or Wharf - Very Small"
FLK,Hill Cove,Port of Hill Cove,-51.497222,-60.111667,,"Pier, Jetty or Wharf",Very Small,"[-51.497222, -60.111667]","Port of Hill Cove, Pier, Jetty or Wharf - Very Small"
FLK,Port Albemarle,Port of Port Albemarle,-52.191111,-60.539722,,"Pier, Jetty or Wharf",Very Small,"[-52.191111, -60.539722]","Port of Port Albemarle, Pier, Jetty or Wharf - Very Small"
FLK,Port Howard,Port Howard,-51.617778,-59.521111,,"Pier, Jetty or Wharf",Very Small,"[-51.617778, -59.521111]","Port Howard, Pier, Jetty or Wharf - Very Small"
FLK,Port Stephens,Port of Port Stephens,-52.098889,-60.830556,,"Pier, Jetty or Wharf",Very Small,"[-52.098889, -60.830556]","Port of Port Stephens, Pier, Jetty or Wharf - Very Small"
FJI,Lambasa,Port of Lambasa,-16.361944,179.363333,,"Pier, Jetty or Wharf",Very Small,"[-16.361944, 179.363333]","Port of Lambasa, Pier, Jetty or Wharf - Very Small"
FJI,Lautoka,Port of Lautoka,-17.605833,177.438889,FJLTK,"Pier, Jetty or Wharf",Very Small,"[-17.605833, 177.438889]","Port of Lautoka, Pier, Jetty or Wharf - Very Small"
FJI,Savusavu,Port of Savusavu,-16.777778,179.332778,FJSVU,"Pier, Jetty or Wharf",Very Small,"[-16.777778, 179.332778]","Port of Savusavu, Pier, Jetty or Wharf - Very Small"
FJI,Suva,Port of Suva,-18.126944,178.426111,FJSUV,Seaport,Medium,"[-18.126944, 178.426111]","Port of Suva, Seaport - Medium"
FIN,Hamina,Port of Hamina,60.524722,27.165556,FIHMN,Seaport,Medium,"[60.524722, 27.165556]","Port of Hamina, Seaport - Medium"
FIN,Helsinki,Port of Helsinki,60.159444,24.923333,FIHEL,Seaport,Large,"[60.159444, 24.923333]","Port of Helsinki, Seaport - Large"
FIN,Jakobstad,Port of Jakobstad,63.711111,22.693611,FIPRS,Seaport,Medium,"[63.711111, 22.693611]","Port of Jakobstad, Seaport - Medium"
FIN,Kokkola,Port of Kokkola,63.860556,23.036944,FIKOK,Seaport,Medium,"[63.860556, 23.036944]","Port of Kokkola, Seaport - Medium"
FIN,Kotka,Port of Kotka,60.478333,26.946667,FIKTK,Seaport,Small,"[60.478333, 26.946667]","Port of Kotka, Seaport - Small"
FIN,Lapaluoto,Port of Lapaluoto,64.661389,24.4075,,Seaport,Small,"[64.661389, 24.4075]","Port of Lapaluoto, Seaport - Small"
FIN,Pateniemi,Port of Pateniemi,65.088056,25.378056,FIPNI,"Pier, Jetty or Wharf",Small,"[65.088056, 25.378056]","Port of Pateniemi, Pier, Jetty or Wharf - Small"
FIN,Puhos,Port of Puhos,62.089722,29.899722,FIKTQ,"Pier, Jetty or Wharf",Small,"[62.089722, 29.899722]","Port of Puhos, Pier, Jetty or Wharf - Small"
FIN,Rauma,Port of Rauma,61.125833,21.451667,FIRAU,Seaport,Medium,"[61.125833, 21.451667]","Port of Rauma, Seaport - Medium"
FIN,Roytta,Port of Roytta,65.752778,24.157222,,Seaport,Small,"[65.752778, 24.157222]","Port of Roytta, Seaport - Small"
FIN,Siilinjarvi,Port of Siilinjarvi,63.091389,27.751389,FISII,"Pier, Jetty or Wharf",Very Small,"[63.091389, 27.751389]","Port of Siilinjarvi, Pier, Jetty or Wharf - Very Small"
FIN,Vuoksen,Vuoksen Terminal,61.229444,28.814167,,"Pier, Jetty or Wharf",Small,"[61.229444, 28.814167]","Vuoksen Terminal, Pier, Jetty or Wharf - Small"
