Country Code,Port Location,Port Name,Latitude,Longitude,UN/LOCODE,Port Type,Port Size,lat_long,details
PAN,Chiriqui Grande,Port of Chiriqui Grande,8.95,-82.114167,PACHG,"Pier, Jetty or Wharf",Very Small,"[8.95, -82.114167]","Port of Chiriqui Grande, Pier, Jetty or Wharf - Very Small"
PAN,Colon,Colon Container Terminal,9.373333,-79.886111,PAONX,Seaport,Medium,"[9.373333, -79.886111]","Colon Container Terminal, Seaport - Medium"
PAN,Colon,Manzanillo International Terminal,9.363611,-79.885278,PAONX,Seaport,Medium,"[9.363611, -79.885278]","Manzanillo International Terminal, Seaport - Medium"
PAN,Cristobal,Port of Cristobal,9.350278,-79.9075,PACTB,Seaport,Medium,"[9.350278, -79.9075]","Port of Cristobal, Seaport - Medium"
PAN,La Palma,Port of La Palma,8.408611,-78.139444,PAPLP,"Pier, Jetty or Wharf",Very Small,"[8.408611, -78.139444]","Port of La Palma, Pier, Jetty or Wharf - Very Small"
PNG,Alotau,Port of Alotau,-10.315556,150.455,PGGUR,"Pier, Jetty or Wharf",Small,"[-10.315556, 150.455]","Port of Alotau, Pier, Jetty or Wharf - Small"
PNG,Anewa Bay,Port of Anewa Bay,-6.183333,155.545,PGANB,"Pier, Jetty or Wharf",Small,"[-6.183333, 155.545]","Port of Anewa Bay, Pier, Jetty or Wharf - Small"
PNG,Bialla,Port of Bialla,-5.306944,151.006944,PGBAA,"Pier, Jetty or Wharf",Small,"[-5.306944, 151.006944]","Port of Bialla, Pier, Jetty or Wharf - Small"
PNG,Buka,Port of Buka,-5.434167,154.671944,PGBUA,"Pier, Jetty or Wharf",Very Small,"[-5.434167, 154.671944]","Port of Buka, Pier, Jetty or Wharf - Very Small"
PNG,Daru,Port of Daru,-9.068333,143.210278,PGDAU,"Pier, Jetty or Wharf",Very Small,"[-9.068333, 143.210278]","Port of Daru, Pier, Jetty or Wharf - Very Small"
PNG,Kavieng,Port of Kavieng,-2.584722,150.788611,PGKVG,"Pier, Jetty or Wharf",Very Small,"[-2.584722, 150.788611]","Port of Kavieng, Pier, Jetty or Wharf - Very Small"
PNG,Kieta,Port of Kieta,-6.218056,155.638056,PGKIE,"Pier, Jetty or Wharf",Very Small,"[-6.218056, 155.638056]","Port of Kieta, Pier, Jetty or Wharf - Very Small"
PNG,Kimbe,Port of Kimbe,-5.549167,150.148333,PGKIM,"Pier, Jetty or Wharf",Very Small,"[-5.549167, 150.148333]","Port of Kimbe, Pier, Jetty or Wharf - Very Small"
PNG,Kumul,Kumul Marine Terminal,-8.031944,144.464444,PGKUL,Off-Shore Terminal,Very Small,"[-8.031944, 144.464444]","Kumul Marine Terminal, Off-Shore Terminal - Very Small"
PNG,Lae,Port of Lae,-6.741111,146.985556,PGLAE,Seaport,Medium,"[-6.741111, 146.985556]","Port of Lae, Seaport - Medium"
PNG,Lorengau,Port of Lorengau,-2.026111,147.271111,,"Pier, Jetty or Wharf",Very Small,"[-2.026111, 147.271111]","Port of Lorengau, Pier, Jetty or Wharf - Very Small"
PNG,Madang,Port of Madang,-5.213333,145.800833,PGMAG,Seaport,Medium,"[-5.213333, 145.800833]","Port of Madang, Seaport - Medium"
PNG,Oro Bay,Port of Oro Bay,-8.895278,148.490833,,"Pier, Jetty or Wharf",Very Small,"[-8.895278, 148.490833]","Port of Oro Bay, Pier, Jetty or Wharf - Very Small"
PNG,Port Moresby,Port of Port Moresby,-9.467222,147.151667,PGPOM,Seaport,Medium,"[-9.467222, 147.151667]","Port of Port Moresby, Seaport - Medium"
PNG,Rabaul,Port of Rabaul,-4.241111,152.186111,PGRAB,"Pier, Jetty or Wharf",Very Small,"[-4.241111, 152.186111]","Port of Rabaul, Pier, Jetty or Wharf - Very Small"
PNG,Samarai,Port of Samarai,-10.581944,150.649722,PGSQT,"Pier, Jetty or Wharf",Very Small,"[-10.581944, 150.649722]","Port of Samarai, Pier, Jetty or Wharf - Very Small"
PNG,Vanimo,Port of Vanimo,-2.682222,141.296389,PGVAI,"Pier, Jetty or Wharf",Small,"[-2.682222, 141.296389]","Port of Vanimo, Pier, Jetty or Wharf - Small"
PNG,Wewak,Port of Wewak,-3.57,143.650833,PGWWK,"Pier, Jetty or Wharf",Small,"[-3.57, 143.650833]","Port of Wewak, Pier, Jetty or Wharf - Small"
PER,Atico,Puerto Atico,-16.23,-73.614167,PEATI,"Pier, Jetty or Wharf",Very Small,"[-16.23, -73.614167]","Puerto Atico, Pier, Jetty or Wharf - Very Small"
PER,Bayovar,Port of Bayovar,-5.795556,-81.053056,PEPUB,"Pier, Jetty or Wharf",Very Small,"[-5.795556, -81.053056]","Port of Bayovar, Pier, Jetty or Wharf - Very Small"
PER,Cabo Blanco,Puerto de Cabo Blanco,-4.250278,-81.230556,PECAB,"Pier, Jetty or Wharf",Very Small,"[-4.250278, -81.230556]","Puerto de Cabo Blanco, Pier, Jetty or Wharf - Very Small"
PER,Callao,Port of Callao,-12.045278,-77.146667,PECLL,Seaport,Large,"[-12.045278, -77.146667]","Port of Callao, Seaport - Large"
PER,Conchan,Puerto de Conchan,-12.164167,-77.030556,PECON,"Pier, Jetty or Wharf",Very Small,"[-12.164167, -77.030556]","Puerto de Conchan, Pier, Jetty or Wharf - Very Small"
PER,Eten,Puerto de Eten,-6.935278,-79.868056,PEEEN,"Pier, Jetty or Wharf",Very Small,"[-6.935278, -79.868056]","Puerto de Eten, Pier, Jetty or Wharf - Very Small"
PER,General San Martin,Port of General San Martin,-13.802222,-76.290833,PEGSM,"Pier, Jetty or Wharf",Small,"[-13.802222, -76.290833]","Port of General San Martin, Pier, Jetty or Wharf - Small"
PER,Huacho,Port of Huacho,-11.122778,-77.616111,PEHCO,"Pier, Jetty or Wharf",Very Small,"[-11.122778, -77.616111]","Port of Huacho, Pier, Jetty or Wharf - Very Small"
PER,Huarmey,Puerto de Huarmey,-10.1,-78.180833,PEHUY,"Pier, Jetty or Wharf",Small,"[-10.1, -78.180833]","Puerto de Huarmey, Pier, Jetty or Wharf - Small"
PER,Ilo,Port of Ilo,-17.646944,-71.349722,PEILQ,"Pier, Jetty or Wharf",Very Small,"[-17.646944, -71.349722]","Port of Ilo, Pier, Jetty or Wharf - Very Small"
PER,La Pampilla,La Pampilla Terminal,-11.923333,-77.155,,Off-Shore Terminal,Very Small,"[-11.923333, -77.155]","La Pampilla Terminal, Off-Shore Terminal - Very Small"
PER,La Pampilla,Puerto de La Pampilla,-11.958611,-77.138333,PELPP,"Pier, Jetty or Wharf",Small,"[-11.958611, -77.138333]","Puerto de La Pampilla, Pier, Jetty or Wharf - Small"
PER,Lobitos,Puerto de Lobitos,-4.45,-81.279167,PELOB,"Pier, Jetty or Wharf",Very Small,"[-4.45, -81.279167]","Puerto de Lobitos, Pier, Jetty or Wharf - Very Small"
PER,Lobos Islands,Puerto de Lobos Islands,-6.950556,-80.716944,,"Pier, Jetty or Wharf",Very Small,"[-6.950556, -80.716944]","Puerto de Lobos Islands, Pier, Jetty or Wharf - Very Small"
PER,Pacasmayo,Puerto de Pacasmayo,-7.398056,-79.573333,PEPAC,"Pier, Jetty or Wharf",Very Small,"[-7.398056, -79.573333]","Puerto de Pacasmayo, Pier, Jetty or Wharf - Very Small"
PER,Paita,Port of Paita,-5.078056,-81.115278,PEPAI,"Pier, Jetty or Wharf",Small,"[-5.078056, -81.115278]","Port of Paita, Pier, Jetty or Wharf - Small"
PER,Paramonga,Puerto de Paramonga,-10.679722,-77.829444,PEPAM,"Pier, Jetty or Wharf",Very Small,"[-10.679722, -77.829444]","Puerto de Paramonga, Pier, Jetty or Wharf - Very Small"
PER,Pimentel,Puerto de Pimentel,-6.8375,-79.938889,PEPMT,"Pier, Jetty or Wharf",Very Small,"[-6.8375, -79.938889]","Puerto de Pimentel, Pier, Jetty or Wharf - Very Small"
PER,Pisco,Puerto de Pisco,-13.733056,-76.225,PEPIO,"Pier, Jetty or Wharf",Very Small,"[-13.733056, -76.225]","Puerto de Pisco, Pier, Jetty or Wharf - Very Small"
PER,Puerto Chicama,Puerto de Puerto Chicama,-7.693611,-79.439722,,"Pier, Jetty or Wharf",Very Small,"[-7.693611, -79.439722]","Puerto de Puerto Chicama, Pier, Jetty or Wharf - Very Small"
PER,Samanco,Puerto de Samanco,-9.255833,-78.498056,PESAM,"Pier, Jetty or Wharf",Very Small,"[-9.255833, -78.498056]","Puerto de Samanco, Pier, Jetty or Wharf - Very Small"
PER,Supe,Port of Supe,-10.8,-77.746389,PESUP,"Pier, Jetty or Wharf",Very Small,"[-10.8, -77.746389]","Port of Supe, Pier, Jetty or Wharf - Very Small"
PER,Tierra Colorada,Puerto de Tierra Colorada,-5.075833,-81.143056,,"Pier, Jetty or Wharf",Very Small,"[-5.075833, -81.143056]","Puerto de Tierra Colorada, Pier, Jetty or Wharf - Very Small"
PHL,Aparri,Port of Aparri,18.345556,121.638889,,"Pier, Jetty or Wharf",Small,"[18.345556, 121.638889]","Port of Aparri, Pier, Jetty or Wharf - Small"
PHL,Bacolod,Port of Bacolod,10.68,122.938889,,Seaport,Small,"[10.68, 122.938889]","Port of Bacolod, Seaport - Small"
PHL,Bais City,Port of Bais City,9.595833,123.143056,,"Pier, Jetty or Wharf",Very Small,"[9.595833, 123.143056]","Port of Bais City, Pier, Jetty or Wharf - Very Small"
PHL,Balanacan,Port of Balanacan,13.533056,121.865,,"Pier, Jetty or Wharf",Very Small,"[13.533056, 121.865]","Port of Balanacan, Pier, Jetty or Wharf - Very Small"
PHL,Bataan,Port of Bataan,14.506389,120.615278,,"Pier, Jetty or Wharf",Small,"[14.506389, 120.615278]","Port of Bataan, Pier, Jetty or Wharf - Small"
PHL,Batangas,Port of Batangas,13.7475,121.012222,,Seaport,Medium,"[13.7475, 121.012222]","Port of Batangas, Seaport - Medium"
PHL,Bislig,Port of Bislig,8.196111,126.368611,,"Pier, Jetty or Wharf",Small,"[8.196111, 126.368611]","Port of Bislig, Pier, Jetty or Wharf - Small"
PHL,Borongan,Port of Borongan,11.608889,125.445556,PHBGV,"Pier, Jetty or Wharf",Very Small,"[11.608889, 125.445556]","Port of Borongan, Pier, Jetty or Wharf - Very Small"
PHL,Brookes Point,Port of Brookes Point,8.769722,117.831111,,"Pier, Jetty or Wharf",Small,"[8.769722, 117.831111]","Port of Brookes Point, Pier, Jetty or Wharf - Small"
PHL,Bugo,Port of Bugo,8.507222,124.751389,PHBUG,Seaport,Small,"[8.507222, 124.751389]","Port of Bugo, Seaport - Small"
PHL,Cagayan de Oro,Port of Cagayan de Oro,8.506389,124.658333,,"Pier, Jetty or Wharf",Small,"[8.506389, 124.658333]","Port of Cagayan de Oro, Pier, Jetty or Wharf - Small"
PHL,Calapan,Calapan Terminal,13.428333,121.194167,,"Pier, Jetty or Wharf",Small,"[13.428333, 121.194167]","Calapan Terminal, Pier, Jetty or Wharf - Small"
PHL,Calbayog,Port of Calbayog,12.065,124.591667,,"Pier, Jetty or Wharf",Small,"[12.065, 124.591667]","Port of Calbayog, Pier, Jetty or Wharf - Small"
PHL,Catbalogan,Port of Catbalogan,11.776944,124.8775,,"Pier, Jetty or Wharf",Small,"[11.776944, 124.8775]","Port of Catbalogan, Pier, Jetty or Wharf - Small"
PHL,Cebu,Port of Cebu,10.306389,123.926111,PHCEB,Seaport,Medium,"[10.306389, 123.926111]","Port of Cebu, Seaport - Medium"
PHL,Coron,Port of Coron,11.990833,120.2125,PHXCN,"Pier, Jetty or Wharf",Small,"[11.990833, 120.2125]","Port of Coron, Pier, Jetty or Wharf - Small"
PHL,Cotabato,Port of Cotabato,7.226944,124.245556,,"Pier, Jetty or Wharf",Very Small,"[7.226944, 124.245556]","Port of Cotabato, Pier, Jetty or Wharf - Very Small"
PHL,Culasi,Port of Culasi,11.603889,122.710278,PHCSI,"Pier, Jetty or Wharf",Small,"[11.603889, 122.710278]","Port of Culasi, Pier, Jetty or Wharf - Small"
PHL,Currimao,Port of Currimao,17.986944,120.4875,PHCMO,"Pier, Jetty or Wharf",Very Small,"[17.986944, 120.4875]","Port of Currimao, Pier, Jetty or Wharf - Very Small"
PHL,Danao Escalante,Port of Danao Escalante,10.82,123.558611,,"Pier, Jetty or Wharf",Very Small,"[10.82, 123.558611]","Port of Danao Escalante, Pier, Jetty or Wharf - Very Small"
PHL,Dapa,Port of Dapa,9.754722,126.049722,,"Pier, Jetty or Wharf",Very Small,"[9.754722, 126.049722]","Port of Dapa, Pier, Jetty or Wharf - Very Small"
PHL,Davao,Port of Davao,7.108333,125.656111,,Seaport,Medium,"[7.108333, 125.656111]","Port of Davao, Seaport - Medium"
PHL,Davao Gulf ,Piso Point Global Port,7.058056,125.950278,,"Pier, Jetty or Wharf",Small,"[7.058056, 125.950278]","Piso Point Global Port, Pier, Jetty or Wharf - Small"
PHL,Dumaguete,Port of Dumaguete,9.313889,123.311944,PHDGT,"Pier, Jetty or Wharf",Small,"[9.313889, 123.311944]","Port of Dumaguete, Pier, Jetty or Wharf - Small"
PHL,Dumaguit,Port of Dumaguit,11.590278,122.487778,,"Pier, Jetty or Wharf",Very Small,"[11.590278, 122.487778]","Port of Dumaguit, Pier, Jetty or Wharf - Very Small"
PHL,General Santos,Port of General Santos,6.086111,125.156667,PHGES,"Pier, Jetty or Wharf",Small,"[6.086111, 125.156667]","Port of General Santos, Pier, Jetty or Wharf - Small"
PHL,Guihulngan,Port of Guihulngan,10.383611,123.3375,,"Pier, Jetty or Wharf",Small,"[10.383611, 123.3375]","Port of Guihulngan, Pier, Jetty or Wharf - Small"
PHL,Iligan,Port of Iligan,8.232222,124.233333,,"Pier, Jetty or Wharf",Small,"[8.232222, 124.233333]","Port of Iligan, Pier, Jetty or Wharf - Small"
PHL,Iloilo,Port of Iloilo,10.693611,122.5825,,Seaport,Medium,"[10.693611, 122.5825]","Port of Iloilo, Seaport - Medium"
PHL,Irene,Port of Irene,18.383056,122.110556,,"Pier, Jetty or Wharf",Small,"[18.383056, 122.110556]","Port of Irene, Pier, Jetty or Wharf - Small"
PHL,Jimenez,Port of Jimenez,8.331944,123.857778,,"Pier, Jetty or Wharf",Very Small,"[8.331944, 123.857778]","Port of Jimenez, Pier, Jetty or Wharf - Very Small"
PHL,Kalamansig,Port of Kalamansig,6.551389,124.047222,PHKLM,"Pier, Jetty or Wharf",Small,"[6.551389, 124.047222]","Port of Kalamansig, Pier, Jetty or Wharf - Small"
PHL,Larena,Port of Larena,9.244444,123.574722,,"Pier, Jetty or Wharf",Very Small,"[9.244444, 123.574722]","Port of Larena, Pier, Jetty or Wharf - Very Small"
PHL,Lazi,Port of Lazi,9.123611,123.636944,,"Pier, Jetty or Wharf",Very Small,"[9.123611, 123.636944]","Port of Lazi, Pier, Jetty or Wharf - Very Small"
PHL,Lipata,Port of Lipata,9.815833,125.454722,,"Pier, Jetty or Wharf",Very Small,"[9.815833, 125.454722]","Port of Lipata, Pier, Jetty or Wharf - Very Small"
PHL,Maasin,Port of Maasin,10.130833,124.841389,PHMAA,"Pier, Jetty or Wharf",Very Small,"[10.130833, 124.841389]","Port of Maasin, Pier, Jetty or Wharf - Very Small"
PHL,Manila,Port of Manila,14.524167,120.949167,PHMNL,Seaport,Very Large,"[14.524167, 120.949167]","Port of Manila, Seaport - Very Large"
PHL,Masbate,Port of Masbate,12.368056,123.621667,PHMBT,"Pier, Jetty or Wharf",Small,"[12.368056, 123.621667]","Port of Masbate, Pier, Jetty or Wharf - Small"
PHL,Masinloc,Port of Masinloc,15.556667,119.9325,,"Pier, Jetty or Wharf",Very Small,"[15.556667, 119.9325]","Port of Masinloc, Pier, Jetty or Wharf - Very Small"
PHL,Mati,Port of Mati,6.94,126.224167,,"Pier, Jetty or Wharf",Small,"[6.94, 126.224167]","Port of Mati, Pier, Jetty or Wharf - Small"
PHL,Nasipit,Port of Nasipit,8.981389,125.334444,,"Pier, Jetty or Wharf",Small,"[8.981389, 125.334444]","Port of Nasipit, Pier, Jetty or Wharf - Small"
PHL,Ormoc,Port of Ormoc,11.0025,124.606389,,"Pier, Jetty or Wharf",Small,"[11.0025, 124.606389]","Port of Ormoc, Pier, Jetty or Wharf - Small"
PHL,Oroquieta,Port of Oroquieta,8.459167,123.816667,,"Pier, Jetty or Wharf",Very Small,"[8.459167, 123.816667]","Port of Oroquieta, Pier, Jetty or Wharf - Very Small"
PHL,Ozamiz,Port of Ozamiz,8.138333,123.845278,,"Pier, Jetty or Wharf",Small,"[8.138333, 123.845278]","Port of Ozamiz, Pier, Jetty or Wharf - Small"
PHL,Palompon,Port of Palompon,11.049722,124.381944,PHPPN,"Pier, Jetty or Wharf",Very Small,"[11.049722, 124.381944]","Port of Palompon, Pier, Jetty or Wharf - Very Small"
PHL,Pasacao,Port of Pasacao,13.504167,123.041111,,"Pier, Jetty or Wharf",Small,"[13.504167, 123.041111]","Port of Pasacao, Pier, Jetty or Wharf - Small"
PHL,Puerto Princesa,Port of Puerto Princesa,9.744722,118.732778,,"Pier, Jetty or Wharf",Small,"[9.744722, 118.732778]","Port of Puerto Princesa, Pier, Jetty or Wharf - Small"
PHL,Pulupandan,Port of Pulupandan,10.519167,122.795278,PHPUL,"Pier, Jetty or Wharf",Small,"[10.519167, 122.795278]","Port of Pulupandan, Pier, Jetty or Wharf - Small"
PHL,Romblon,Romblon Terminal,12.579444,122.268056,PHRLN,"Pier, Jetty or Wharf",Small,"[12.579444, 122.268056]","Romblon Terminal, Pier, Jetty or Wharf - Small"
PHL,San Carlos,Port of San Carlos,10.478056,123.421667,,"Pier, Jetty or Wharf",Small,"[10.478056, 123.421667]","Port of San Carlos, Pier, Jetty or Wharf - Small"
PHL,San Jose Buenavista,Port of San Jose Buenavista,10.737778,121.938056,,"Pier, Jetty or Wharf",Small,"[10.737778, 121.938056]","Port of San Jose Buenavista, Pier, Jetty or Wharf - Small"
PHL,"San Jose, Carangian","Port of San Jose, Carangian",12.532222,124.485556,,"Pier, Jetty or Wharf",Very Small,"[12.532222, 124.485556]","Port of San Jose, Carangian, Pier, Jetty or Wharf - Very Small"
PHL,San Vincente,Port of San Vincente,18.508333,122.15,,"Pier, Jetty or Wharf",Very Small,"[18.508333, 122.15]","Port of San Vincente, Pier, Jetty or Wharf - Very Small"
PHL,Santa Ana,Port of Santa Ana,7.057222,125.604722,,"Pier, Jetty or Wharf",Small,"[7.057222, 125.604722]","Port of Santa Ana, Pier, Jetty or Wharf - Small"
PHL,Santa Cruz,Port of Santa Cruz,13.505556,122.05,,"Pier, Jetty or Wharf",Very Small,"[13.505556, 122.05]","Port of Santa Cruz, Pier, Jetty or Wharf - Very Small"
PHL,Silay City,Port of Silay City,10.796389,122.965833,,"Pier, Jetty or Wharf",Very Small,"[10.796389, 122.965833]","Port of Silay City, Pier, Jetty or Wharf - Very Small"
PHL,Subic Bay,Port of Subic Bay,14.808333,120.279444,PHSFS,Seaport,Medium,"[14.808333, 120.279444]","Port of Subic Bay, Seaport - Medium"
PHL,Surigao,Port of Surigao,9.781389,125.500556,,"Pier, Jetty or Wharf",Small,"[9.781389, 125.500556]","Port of Surigao, Pier, Jetty or Wharf - Small"
PHL,Tabaco,Port of Tabaco,13.360278,123.736111,,"Pier, Jetty or Wharf",Small,"[13.360278, 123.736111]","Port of Tabaco, Pier, Jetty or Wharf - Small"
PHL,Tacloban,Port of Tacloban,11.2475,125.001111,,"Pier, Jetty or Wharf",Small,"[11.2475, 125.001111]","Port of Tacloban, Pier, Jetty or Wharf - Small"
PHL,Tagbilaran,Port of Tagbilaran,9.649167,123.845833,,"Pier, Jetty or Wharf",Small,"[9.649167, 123.845833]","Port of Tagbilaran, Pier, Jetty or Wharf - Small"
PHL,Tandayag,Port of Tandayag,9.441944,123.237222,PHTAN,"Pier, Jetty or Wharf",Very Small,"[9.441944, 123.237222]","Port of Tandayag, Pier, Jetty or Wharf - Very Small"
PHL,Tubod,Port of Tubod,8.113889,123.895278,,"Pier, Jetty or Wharf",Small,"[8.113889, 123.895278]","Port of Tubod, Pier, Jetty or Wharf - Small"
PHL,Virac,Port of Virac,13.581667,124.234167,PHVRC,"Pier, Jetty or Wharf",Small,"[13.581667, 124.234167]","Port of Virac, Pier, Jetty or Wharf - Small"
PHL,Zamboanga,Port of Zamboanga,6.902778,122.074167,PHZAM,"Pier, Jetty or Wharf",Small,"[6.902778, 122.074167]","Port of Zamboanga, Pier, Jetty or Wharf - Small"
POL,Gdansk,Port of Gdansk,54.393333,18.67,PLGDN,Seaport,Large,"[54.393333, 18.67]","Port of Gdansk, Seaport - Large"
POL,Gdansk,Port Polnocny,54.394444,18.720833,,Seaport,Medium,"[54.394444, 18.720833]","Port Polnocny, Seaport - Medium"
POL,Gdynia,Port of Gdynia,54.533333,18.541389,PLGDY,Seaport,Large,"[54.533333, 18.541389]","Port of Gdynia, Seaport - Large"
POL,Police,Port of Police,53.570278,14.575278,PLPLC,Seaport,Small,"[53.570278, 14.575278]","Port of Police, Seaport - Small"
POL,Swinoujscie,Port Handlowy Swinoujscie,53.905,14.269722,PLSWI,Seaport,Medium,"[53.905, 14.269722]","Port Handlowy Swinoujscie, Seaport - Medium"
POL,Szczecin,Port of Szczecin,53.430556,14.587222,PLSZZ,Seaport,Medium,"[53.430556, 14.587222]","Port of Szczecin, Seaport - Medium"
PRT,Aveiro,Porto de Aveiro,40.6425,-8.712222,PTAVE,Seaport,Medium,"[40.6425, -8.712222]","Porto de Aveiro, Seaport - Medium"
PRT,Caminha,Ferry Boat Caminha,41.879167,-8.837222,,Ferry,Very Small,"[41.879167, -8.837222]","Ferry Boat Caminha, Ferry - Very Small"
PRT,Canical,Port of Canical,32.735556,-16.733056,,Seaport,Small,"[32.735556, -16.733056]","Port of Canical, Seaport - Small"
PRT,Corvo,Porto da Corvo,39.671667,-31.11,,"Pier, Jetty or Wharf",Very Small,"[39.671667, -31.11]","Porto da Corvo, Pier, Jetty or Wharf - Very Small"
PRT,Faro,Port of Faro,37.002778,-7.918611,PTFAO,Seaport,Medium,"[37.002778, -7.918611]","Port of Faro, Seaport - Medium"
PRT,Figueira Da Foz,Port of Figueira Da Foz,40.145278,-8.8575,PTFDF,Seaport,Medium,"[40.145278, -8.8575]","Port of Figueira Da Foz, Seaport - Medium"
PRT,Funchal,Port of Funchal,32.643056,-16.9125,,Seaport,Small,"[32.643056, -16.9125]","Port of Funchal, Seaport - Small"
PRT,Lajes Das Flores,Porto da Lajes Das Flores,39.378333,-31.167778,,"Pier, Jetty or Wharf",Very Small,"[39.378333, -31.167778]","Porto da Lajes Das Flores, Pier, Jetty or Wharf - Very Small"
PRT,Leixoes,Port of Leixoes,41.185,-8.698333,PTLEI,Seaport,Medium,"[41.185, -8.698333]","Port of Leixoes, Seaport - Medium"
PRT,Lisbon,Port of Lisbon,38.699167,-9.158889,PTLIS,Seaport,Medium,"[38.699167, -9.158889]","Port of Lisbon, Seaport - Medium"
PRT,Santa Cruz Da Graciosa,Santa Cruz Da Graciosa,39.083611,-27.996944,,"Pier, Jetty or Wharf",Very Small,"[39.083611, -27.996944]","Santa Cruz Da Graciosa, Pier, Jetty or Wharf - Very Small"
PRT,Santa Cruz Das Flores,Santa Cruz Das Flores,39.451667,-31.125278,,"Pier, Jetty or Wharf",Very Small,"[39.451667, -31.125278]","Santa Cruz Das Flores, Pier, Jetty or Wharf - Very Small"
PRT,Santo Amaro,Port of Santo Amaro,38.456389,-28.166667,,"Pier, Jetty or Wharf",Very Small,"[38.456389, -28.166667]","Port of Santo Amaro, Pier, Jetty or Wharf - Very Small"
PRT,Setubal,Port of Setubal,38.492778,-8.835556,PTSET,Seaport,Medium,"[38.492778, -8.835556]","Port of Setubal, Seaport - Medium"
PRT,Sines,Port of Sines,37.9425,-8.8675,PTSIE,Seaport,Large,"[37.9425, -8.8675]","Port of Sines, Seaport - Large"
PRT,Troia,Ferry Pier,38.466944,-8.862778,,Ferry,Very Small,"[38.466944, -8.862778]","Ferry Pier, Ferry - Very Small"
PRT,Velas,Port of Velas,38.678333,-28.203056,,Ferry,Small,"[38.678333, -28.203056]","Port of Velas, Ferry - Small"
PRT,Viana do Castelo,Porto de Viana do Castelo,41.684444,-8.834722,PTVDC,Seaport,Small,"[41.684444, -8.834722]","Porto de Viana do Castelo, Seaport - Small"
PRT,Vila da Calheta,Porto de Recreio de Calheta,38.600278,-28.010278,,"Pier, Jetty or Wharf",Very Small,"[38.600278, -28.010278]","Porto de Recreio de Calheta, Pier, Jetty or Wharf - Very Small"
PRI,Aguadilla,Port of Aguadilla,18.427222,-67.156944,PRBQN,"Pier, Jetty or Wharf",Very Small,"[18.427222, -67.156944]","Port of Aguadilla, Pier, Jetty or Wharf - Very Small"
PRI,Aguirre,Port of Aguirre,17.95,-66.224167,,"Pier, Jetty or Wharf",Small,"[17.95, -66.224167]","Port of Aguirre, Pier, Jetty or Wharf - Small"
PRI,Arecibo,Port of Arecibo,18.481389,-66.700556,PRARE,"Pier, Jetty or Wharf",Very Small,"[18.481389, -66.700556]","Port of Arecibo, Pier, Jetty or Wharf - Very Small"
PRI,Ceiba,Roosevelt Roads Naval Station,18.227222,-65.615833,,Seaport,Medium,"[18.227222, -65.615833]","Roosevelt Roads Naval Station, Seaport - Medium"
